year,market,plant_id,capacity,quantity,investment,post_1990,population,market_capacity,market_quantity,n_plants,market_population,competitors_capacity
1996,18,81,538,462,1,1,28249376,4509,3988,6,28249376,3971
1996,18,82,940,816,-18,1,28249376,4509,3988,6,28249376,3569
1996,18,83,937,840,-7,1,28249376,4509,3988,6,28249376,3572
1996,18,84,301,269,-3,1,28249376,4509,3988,6,28249376,4208
1997,18,79,1038,923,-1,1,28780726,4512,3987,6,28780726,3474
1997,18,80,763,668,9,1,28780726,4512,3987,6,28780726,3749
1997,18,81,535,471,-4,1,28780726,4512,3987,6,28780726,3977
1997,18,82,940,826,0,1,28780726,4512,3987,6,28780726,3572
1997,18,83,931,828,-6,1,28780726,4512,3987,6,28780726,3581
1997,18,84,305,271,4,1,28780726,4512,3987,6,28780726,4207
1998,18,79,858,739,-181,1,29322071,4276,3743,6,29322071,3418
1998,18,80,749,661,-14,1,29322071,4276,3743,6,29322071,3527
1998,18,81,534,473,-1,1,29322071,4276,3743,6,29322071,3742
1998,18,82,890,794,-50,1,29322071,4276,3743,6,29322071,3386
1998,18,83,940,809,10,1,29322071,4276,3743,6,29322071,3336
1998,18,84,305,267,0,1,29322071,4276,3743,6,29322071,3971
1980,19,85,495,441,0,0,9160218,2700,2402,4,9160218,2205
1980,19,86,456,406,0,0,9160218,2700,2402,4,9160218,2244
1980,19,87,1143,1028,0,0,9160218,2700,2402,4,9160218,1557
1980,19,88,606,527,0,0,9160218,2700,2402,4,9160218,2094
1981,19,85,496,430,1,0,9308752,2706,2369,4,9308752,2210
1981,19,86,454,389,-2,0,9308752,2706,2369,4,9308752,2252
1981,19,87,1158,1024,15,0,9308752,2706,2369,4,9308752,1548
1981,19,88,598,526,-8,0,9308752,2706,2369,4,9308752,2108
1982,19,85,499,437,4,0,9459694,2700,2391,4,9459694,2201
1982,19,86,450,391,-4,0,9459694,2700,2391,4,9459694,2250
1982,19,87,1153,1034,-5,0,9459694,2700,2391,4,9459694,1547
1982,19,88,598,529,1,0,9459694,2700,2391,4,9459694,2102
1983,19,85,497,433,-2,0,9613083,2684,2319,4,9613083,2187
1983,19,86,427,365,-23,0,9613083,2684,2319,4,9613083,2257
1983,19,87,1161,994,8,0,9613083,2684,2319,4,9613083,1523
1983,19,88,599,527,1,0,9613083,2684,2319,4,9613083,2085
1984,19,85,501,441,4,0,9768960,2697,2359,4,9768960,2196
1984,19,86,423,373,-3,0,9768960,2697,2359,4,9768960,2274
1984,19,87,1166,1017,4,0,9768960,2697,2359,4,9768960,1531
1984,19,88,607,528,8,0,9768960,2697,2359,4,9768960,2090
1985,19,85,506,437,5,0,9927365,2850,2504,4,9927365,2344
1985,19,86,419,361,-4,0,9927365,2850,2504,4,9927365,2431
1985,19,87,1164,1044,-1,0,9927365,2850,2504,4,9927365,1686
1985,19,88,761,662,155,0,9927365,2850,2504,4,9927365,2089
1986,19,85,514,463,8,0,10088338,2846,2486,4,10088338,2332
1986,19,86,419,364,0,0,10088338,2846,2486,4,10088338,2427
1986,19,87,1150,1008,-14,0,10088338,2846,2486,4,10088338,1696
1986,19,88,763,651,2,0,10088338,2846,2486,4,10088338,2083
1987,19,85,512,458,-2,0,10251921,2849,2521,4,10251921,2337
1987,19,86,419,358,0,0,10251921,2849,2521,4,10251921,2430
1987,19,87,1160,1026,10,0,10251921,2849,2521,4,10251921,1689
1987,19,88,758,679,-5,0,10251921,2849,2521,4,10251921,2091
1988,19,85,516,448,4,0,10418156,2872,2523,4,10418156,2356
1988,19,86,413,365,-6,0,10418156,2872,2523,4,10418156,2459
1988,19,87,1176,1047,17,0,10418156,2872,2523,4,10418156,1696
1988,19,88,767,663,9,0,10418156,2872,2523,4,10418156,2105
1989,19,85,518,447,2,0,10587088,2862,2482,4,10587088,2344
1989,19,86,410,352,-4,0,10587088,2862,2482,4,10587088,2452
1989,19,87,1175,1012,-1,0,10587088,2862,2482,4,10587088,1687
1989,19,88,759,671,-7,0,10587088,2862,2482,4,10587088,2103
1990,19,85,458,390,-60,1,10758758,2805,2432,4,10758758,2347
1990,19,86,409,359,-1,1,10758758,2805,2432,4,10758758,2396
1990,19,87,1177,1019,2,1,10758758,2805,2432,4,10758758,1628
1990,19,88,761,664,1,1,10758758,2805,2432,4,10758758,2044
1991,19,85,465,417,7,1,10933212,2804,2490,4,10933212,2339
1991,19,86,409,363,0,1,10933212,2804,2490,4,10933212,2395
1991,19,87,1173,1037,-4,1,10933212,2804,2490,4,10933212,1631
1991,19,88,757,673,-4,1,10933212,2804,2490,4,10933212,2047
1992,19,85,468,421,4,1,11110495,2809,2421,4,11110495,2341
1992,19,86,412,357,2,1,11110495,2809,2421,4,11110495,2397
1992,19,87,1172,997,-1,1,11110495,2809,2421,4,11110495,1637
1992,19,88,757,646,0,1,11110495,2809,2421,4,11110495,2052
1993,19,85,474,408,5,1,11290652,2819,2444,4,11290652,2345
1993,19,86,415,355,3,1,11290652,2819,2444,4,11290652,2404
1993,19,87,1186,1039,15,1,11290652,2819,2444,4,11290652,1633
1993,19,88,744,642,-13,1,11290652,2819,2444,4,11290652,2075
1994,19,85,471,410,-3,1,11473731,2828,2480,4,11473731,2357
1994,19,86,406,346,-9,1,11473731,2828,2480,4,11473731,2422
1994,19,87,1209,1073,23,1,11473731,2828,2480,4,11473731,1619
1994,19,88,742,651,-2,1,11473731,2828,2480,4,11473731,2086
1995,19,85,470,402,-1,1,11659779,2799,2434,4,11659779,2329
1995,19,86,402,350,-4,1,11659779,2799,2434,4,11659779,2397
1995,19,87,1091,968,-118,1,11659779,2799,2434,4,11659779,1708
1995,19,88,836,714,94,1,11659779,2799,2434,4,11659779,1963
1996,19,85,476,427,7,1,11848843,2816,2469,4,11848843,2340
1996,19,86,395,339,-7,1,11848843,2816,2469,4,11848843,2421
1996,19,87,1108,953,17,1,11848843,2816,2469,4,11848843,1708
1996,19,88,837,750,1,1,11848843,2816,2469,4,11848843,1979
1997,19,85,470,407,-6,1,12040973,2807,2441,4,12040973,2337
1997,19,86,400,347,4,1,12040973,2807,2441,4,12040973,2407
1997,19,87,1114,981,6,1,12040973,2807,2441,4,12040973,1693
1997,19,88,823,706,-14,1,12040973,2807,2441,4,12040973,1984
1998,19,85,437,391,-34,1,12236218,2920,2573,4,12236218,2483
1998,19,86,532,473,133,1,12236218,2920,2573,4,12236218,2388
1998,19,87,1123,992,9,1,12236218,2920,2573,4,12236218,1797
1998,19,88,828,717,5,1,12236218,2920,2573,4,12236218,2092
1980,20,89,262,225,0,0,18089433,3833,3350,5,18089433,3571
1980,20,90,662,569,0,0,18089433,3833,3350,5,18089433,3171
1980,20,91,1006,884,0,0,18089433,3833,3350,5,18089433,2827
1980,20,92,970,837,0,0,18089433,3833,3350,5,18089433,2863
1980,20,93,933,835,0,0,18089433,3833,3350,5,18089433,2900
1981,20,89,265,230,3,0,18508299,3852,3363,5,18508299,3587
1981,20,90,670,588,8,0,18508299,3852,3363,5,18508299,3182
1981,20,91,999,856,-8,0,18508299,3852,3363,5,18508299,2853
1981,20,92,984,879,14,0,18508299,3852,3363,5,18508299,2868
1981,20,93,934,810,0,0,18508299,3852,3363,5,18508299,2918
1982,20,89,266,238,1,0,18936864,3942,3466,5,18936864,3676
1982,20,90,671,599,0,0,18936864,3942,3466,5,18936864,3271
1982,20,91,996,853,-3,0,18936864,3942,3466,5,18936864,2946
1982,20,92,983,881,-2,0,18936864,3942,3466,5,18936864,2959
1982,20,93,1026,895,93,0,18936864,3942,3466,5,18936864,2916
1983,20,89,265,238,-1,0,19375352,3933,3438,5,19375352,3668
1983,20,90,669,575,-2,0,19375352,3933,3438,5,19375352,3264
1983,20,91,1012,908,17,0,19375352,3933,3438,5,19375352,2921
1983,20,92,994,863,12,0,19375352,3933,3438,5,19375352,2939
1983,20,93,993,854,-33,0,19375352,3933,3438,5,19375352,2940
1984,20,89,266,237,1,0,19823994,3909,3401,5,19823994,3643
1984,20,90,662,590,-7,0,19823994,3909,3401,5,19823994,3247
1984,20,91,1000,863,-12,0,19823994,3909,3401,5,19823994,2909
1984,20,92,991,851,-4,0,19823994,3909,3401,5,19823994,2918
1984,20,93,990,860,-3,0,19823994,3909,3401,5,19823994,2919
1985,20,89,264,230,-2,0,20283024,3962,3473,5,20283024,3698
1985,20,90,663,582,1,0,20283024,3962,3473,5,20283024,3299
1985,20,91,1007,897,7,0,20283024,3962,3473,5,20283024,2955
1985,20,92,1014,880,23,0,20283024,3962,3473,5,20283024,2948
1985,20,93,1014,884,24,0,20283024,3962,3473,5,20283024,2948
1986,20,89,262,225,-2,0,20752683,3854,3336,5,20752683,3592
1986,20,90,580,518,-83,0,20752683,3854,3336,5,20752683,3274
1986,20,91,1002,859,-5,0,20752683,3854,3336,5,20752683,2852
1986,20,92,1003,869,-11,0,20752683,3854,3336,5,20752683,2851
1986,20,93,1007,865,-7,0,20752683,3854,3336,5,20752683,2847
1987,20,89,261,228,-1,0,21233217,3718,3265,5,21233217,3457
1987,20,90,440,382,-140,0,21233217,3718,3265,5,21233217,3278
1987,20,91,1014,880,11,0,21233217,3718,3265,5,21233217,2704
1987,20,92,1007,905,3,0,21233217,3718,3265,5,21233217,2711
1987,20,93,996,870,-11,0,21233217,3718,3265,5,21233217,2722
1988,20,89,261,225,0,0,21724878,3712,3273,5,21724878,3451
1988,20,90,435,386,-5,0,21724878,3712,3273,5,21724878,3277
1988,20,91,1011,898,-2,0,21724878,3712,3273,5,21724878,2701
1988,20,92,997,888,-10,0,21724878,3712,3273,5,21724878,2715
1988,20,93,1008,876,12,0,21724878,3712,3273,5,21724878,2704
1989,20,89,256,230,-5,0,22227924,3657,3236,5,22227924,3401
1989,20,90,355,306,-80,0,22227924,3657,3236,5,22227924,3302
1989,20,91,1022,899,11,0,22227924,3657,3236,5,22227924,2635
1989,20,92,1009,908,12,0,22227924,3657,3236,5,22227924,2648
1989,20,93,1015,893,6,0,22227924,3657,3236,5,22227924,2642
1990,20,89,252,216,-4,1,22742618,3651,3213,5,22742618,3399
1990,20,90,352,310,-3,1,22742618,3651,3213,5,22742618,3299
1990,20,91,1019,881,-3,1,22742618,3651,3213,5,22742618,2632
1990,20,92,1024,921,14,1,22742618,3651,3213,5,22742618,2627
1990,20,93,1004,885,-11,1,22742618,3651,3213,5,22742618,2647
1991,20,89,248,218,-4,1,23269230,3650,3169,5,23269230,3402
1991,20,90,350,308,-3,1,23269230,3650,3169,5,23269230,3300
1991,20,91,1025,892,6,1,23269230,3650,3169,5,23269230,2625
1991,20,92,1024,893,0,1,23269230,3650,3169,5,23269230,2626
1991,20,93,1003,858,-1,1,23269230,3650,3169,5,23269230,2647
1992,20,89,252,222,4,1,23808035,3667,3206,5,23808035,3415
1992,20,90,349,297,-1,1,23808035,3667,3206,5,23808035,3318
1992,20,91,1015,888,-10,1,23808035,3667,3206,5,23808035,2652
1992,20,92,1036,918,12,1,23808035,3667,3206,5,23808035,2631
1992,20,93,1015,881,12,1,23808035,3667,3206,5,23808035,2652
1993,20,89,249,222,-4,1,24359317,3452,3065,5,24359317,3203
1993,20,90,266,239,-83,1,24359317,3452,3065,5,24359317,3186
1993,20,91,1004,896,-11,1,24359317,3452,3065,5,24359317,2448
1993,20,92,924,811,-112,1,24359317,3452,3065,5,24359317,2528
1993,20,93,1009,897,-6,1,24359317,3452,3065,5,24359317,2443
1994,20,89,249,212,1,1,24923364,3456,3020,5,24923364,3207
1994,20,90,269,240,3,1,24923364,3456,3020,5,24923364,3187
1994,20,91,1007,868,2,1,24923364,3456,3020,5,24923364,2449
1994,20,92,919,799,-4,1,24923364,3456,3020,5,24923364,2537
1994,20,93,1012,901,2,1,24923364,3456,3020,5,24923364,2444
1995,20,89,247,212,-3,1,25500471,3396,2944,5,25500471,3149
1995,20,90,232,206,-37,1,25500471,3396,2944,5,25500471,3164
1995,20,91,1002,864,-5,1,25500471,3396,2944,5,25500471,2394
1995,20,92,904,776,-15,1,25500471,3396,2944,5,25500471,2492
1995,20,93,1011,886,0,1,25500471,3396,2944,5,25500471,2385
1996,20,89,247,211,0,1,26090942,3419,2993,5,26090942,3172
1996,20,90,230,198,-2,1,26090942,3419,2993,5,26090942,3189
1996,20,91,1009,875,7,1,26090942,3419,2993,5,26090942,2410
1996,20,92,921,819,16,1,26090942,3419,2993,5,26090942,2498
1996,20,93,1012,890,1,1,26090942,3419,2993,5,26090942,2407
1997,20,89,245,217,-2,1,26695085,3415,3007,5,26695085,3170
1997,20,90,232,198,1,1,26695085,3415,3007,5,26695085,3183
1997,20,91,1014,881,5,1,26695085,3415,3007,5,26695085,2401
1997,20,92,918,820,-3,1,26695085,3415,3007,5,26695085,2497
1997,20,93,1006,891,-6,1,26695085,3415,3007,5,26695085,2409
1998,20,89,249,217,4,1,27313217,3425,2969,5,27313217,3176
1998,20,90,232,204,0,1,27313217,3425,2969,5,27313217,3193
1998,20,91,1014,864,-1,1,27313217,3425,2969,5,27313217,2411
1998,20,92,929,828,11,1,27313217,3425,2969,5,27313217,2496
1998,20,93,1001,856,-5,1,27313217,3425,2969,5,27313217,2424
1980,21,94,1191,1056,0,0,13978106,5822,5084,6,13978106,4631
1980,21,95,632,564,0,0,13978106,5822,5084,6,13978106,5190
1980,21,96,454,388,0,0,13978106,5822,5084,6,13978106,5368
1980,21,97,1048,906,0,0,13978106,5822,5084,6,13978106,4774
1980,21,98,1101,938,0,0,13978106,5822,5084,6,13978106,4721
1980,21,99,1396,1232,0,0,13978106,5822,5084,6,13978106,4426
1981,21,94,1274,1115,83,0,14215951,5884,5174,6,14215951,4610
1981,21,95,620,541,-12,0,14215951,5884,5174,6,14215951,5264
1981,21,96,440,394,-15,0,14215951,5884,5174,6,14215951,5444
1981,21,97,1044,916,-4,0,14215951,5884,5174,6,14215951,4840
1981,21,98,1098,941,-3,0,14215951,5884,5174,6,14215951,4786
1981,21,99,1408,1267,12,0,14215951,5884,5174,6,14215951,4476
1982,21,94,1284,1112,10,0,14457844,5884,5113,6,14457844,4600
1982,21,95,620,546,0,0,14457844,5884,5113,6,14457844,5264
1982,21,96,442,381,2,0,14457844,5884,5113,6,14457844,5442
1982,21,97,1045,901,1,0,14457844,5884,5113,6,14457844,4839
1982,21,98,1092,977,-6,0,14457844,5884,5113,6,14457844,4792
1982,21,99,1401,1196,-7,0,14457844,5884,5113,6,14457844,4483
1983,21,94,1280,1138,-4,0,14703853,5878,5169,6,14703853,4598
1983,21,95,626,539,6,0,14703853,5878,5169,6,14703853,5252
1983,21,96,441,391,-1,0,14703853,5878,5169,6,14703853,5437
1983,21,97,1015,892,-30,0,14703853,5878,5169,6,14703853,4863
1983,21,98,1100,985,8,0,14703853,5878,5169,6,14703853,4778
1983,21,99,1416,1224,16,0,14703853,5878,5169,6,14703853,4462
1984,21,94,1285,1124,5,0,14954048,5920,5199,6,14954048,4635
1984,21,95,618,538,-9,0,14954048,5920,5199,6,14954048,5302
1984,21,96,446,388,5,0,14954048,5920,5199,6,14954048,5474
1984,21,97,1025,920,10,0,14954048,5920,5199,6,14954048,4895
1984,21,98,1118,998,18,0,14954048,5920,5199,6,14954048,4802
1984,21,99,1428,1231,12,0,14954048,5920,5199,6,14954048,4492
1985,21,94,1295,1119,10,0,15208500,5883,5157,6,15208500,4588
1985,21,95,617,530,-1,0,15208500,5883,5157,6,15208500,5266
1985,21,96,444,387,-2,0,15208500,5883,5157,6,15208500,5439
1985,21,97,1003,870,-22,0,15208500,5883,5157,6,15208500,4880
1985,21,98,1108,993,-9,0,15208500,5883,5157,6,15208500,4775
1985,21,99,1416,1258,-12,0,15208500,5883,5157,6,15208500,4467
1986,21,94,1291,1127,-4,0,15467282,5909,5199,6,15467282,4618
1986,21,95,670,603,53,0,15467282,5909,5199,6,15467282,5239
1986,21,96,440,388,-4,0,15467282,5909,5199,6,15467282,5469
1986,21,97,997,881,-6,0,15467282,5909,5199,6,15467282,4912
1986,21,98,1108,967,-1,0,15467282,5909,5199,6,15467282,4801
1986,21,99,1403,1233,-13,0,15467282,5909,5199,6,15467282,4506
1987,21,94,1292,1142,1,0,15730467,5894,5123,6,15730467,4602
1987,21,95,675,586,5,0,15730467,5894,5123,6,15730467,5219
1987,21,96,438,385,-2,0,15730467,5894,5123,6,15730467,5456
1987,21,97,1011,862,-2,0,15730467,5894,5123,6,15730467,4883
1987,21,98,1099,950,-8,0,15730467,5894,5123,6,15730467,4795
1987,21,99,1379,1198,-24,0,15730467,5894,5123,6,15730467,4515
1988,21,94,1284,1135,-8,0,15998130,5673,4956,6,15998130,4389
1988,21,95,676,591,1,0,15998130,5673,4956,6,15998130,4997
1988,21,96,436,383,-2,0,15998130,5673,4956,6,15998130,5237
1988,21,97,1005,855,-6,0,15998130,5673,4956,6,15998130,4668
1988,21,98,1089,952,-11,0,15998130,5673,4956,6,15998130,4584
1988,21,99,1183,1040,-195,0,15998130,5673,4956,6,15998130,4490
1989,21,94,1274,1125,-10,0,16270348,5671,4940,6,16270348,4397
1989,21,95,677,595,1,0,16270348,5671,4940,6,16270348,4994
1989,21,96,438,379,2,0,16270348,5671,4940,6,16270348,5233
1989,21,97,1010,885,5,0,16270348,5671,4940,6,16270348,4661
1989,21,98,1090,944,1,0,16270348,5671,4940,6,16270348,4581
1989,21,99,1182,1012,-2,0,16270348,5671,4940,6,16270348,4489
1990,21,94,1285,1129,11,1,16547197,5733,4980,6,16547197,4448
1990,21,95,668,580,-9,1,16547197,5733,4980,6,16547197,5065
1990,21,96,438,373,0,1,16547197,5733,4980,6,16547197,5295
1990,21,97,1050,908,39,1,16547197,5733,4980,6,16547197,4683
1990,21,98,1107,961,18,1,16547197,5733,4980,6,16547197,4626
1990,21,99,1185,1029,4,1,16547197,5733,4980,6,16547197,4548
1991,21,94,1258,1086,-26,1,16828758,5707,5028,6,16828758,4449
1991,21,95,663,590,-6,1,16828758,5707,5028,6,16828758,5044
1991,21,96,438,377,1,1,16828758,5707,5028,6,16828758,5269
1991,21,97,1044,931,-6,1,16828758,5707,5028,6,16828758,4663
1991,21,98,1112,974,4,1,16828758,5707,5028,6,16828758,4595
1991,21,99,1192,1070,7,1,16828758,5707,5028,6,16828758,4515
1992,21,94,1253,1093,-6,1,17115109,5725,4996,6,17115109,4472
1992,21,95,670,590,7,1,17115109,5725,4996,6,17115109,5055
1992,21,96,434,373,-4,1,17115109,5725,4996,6,17115109,5291
1992,21,97,1055,916,-58,1,17115109,5725,4996,6,17115109,4670
1992,21,98,1112,965,0,1,17115109,5725,4996,6,17115109,4613
1992,21,99,1201,1059,8,1,17115109,5725,4996,6,17115109,4524
1993,21,94,1295,1127,42,1,17406333,5781,5071,6,17406333,4486
1993,21,95,649,559,-21,1,17406333,5781,5071,6,17406333,5132
1993,21,96,434,377,0,1,17406333,5781,5071,6,17406333,5347
1993,21,97,1068,949,13,1,17406333,5781,5071,6,17406333,4713
1993,21,98,1115,980,2,1,17406333,5781,5071,6,17406333,4666
1993,21,99,1220,1079,20,1,17406333,5781,5071,6,17406333,4561
1994,21,94,1288,1148,-7,1,17702512,5757,5066,6,17702512,4469
1994,21,95,650,571,1,1,17702512,5757,5066,6,17702512,5107
1994,21,96,437,388,2,1,17702512,5757,5066,6,17702512,5320
1994,21,97,1061,921,-7,1,17702512,5757,5066,6,17702512,4696
1994,21,98,1118,974,4,1,17702512,5757,5066,6,17702512,4639
1994,21,99,1203,1064,-18,1,17702512,5757,5066,6,17702512,4554
1995,21,94,1282,1103,-6,1,18003731,5738,4972,6,18003731,4456
1995,21,95,650,574,0,1,18003731,5738,4972,6,18003731,5088
1995,21,96,437,391,0,1,18003731,5738,4972,6,18003731,5301
1995,21,97,1062,905,1,1,18003731,5738,4972,6,18003731,4676
1995,21,98,1122,989,4,1,18003731,5738,4972,6,18003731,4616
1995,21,99,1185,1010,-18,1,18003731,5738,4972,6,18003731,4553
1996,21,94,1288,1130,6,1,18310075,5763,5028,6,18310075,4475
1996,21,95,651,583,1,1,18310075,5763,5028,6,18310075,5112
1996,21,96,435,373,-2,1,18310075,5763,5028,6,18310075,5328
1996,21,97,1054,907,-9,1,18310075,5763,5028,6,18310075,4709
1996,21,98,1143,1014,22,1,18310075,5763,5028,6,18310075,4620
1996,21,99,1192,1021,7,1,18310075,5763,5028,6,18310075,4571
1997,21,94,1270,1104,-18,1,18621632,5601,4909,6,18621632,4331
1997,21,95,500,444,-151,1,18621632,5601,4909,6,18621632,5101
1997,21,96,440,394,5,1,18621632,5601,4909,6,18621632,5161
1997,21,97,1043,911,-11,1,18621632,5601,4909,6,18621632,4558
1997,21,98,1160,1029,16,1,18621632,5601,4909,6,18621632,4441
1997,21,99,1188,1027,-4,1,18621632,5601,4909,6,18621632,4413
1998,21,94,1271,1097,1,1,18938490,5600,4837,6,18938490,4329
1998,21,95,498,428,-2,1,18938490,5600,4837,6,18938490,5102
1998,21,96,432,377,-8,1,18938490,5600,4837,6,18938490,5168
1998,21,97,1049,894,6,1,18938490,5600,4837,6,18938490,4551
1998,21,98,1169,1014,9,1,18938490,5600,4837,6,18938490,4431
1998,21,99,1181,1027,-7,1,18938490,5600,4837,6,18938490,4419
1980,22,100,824,730,0,0,11256579,2779,2420,5,11256579,1955
1980,22,101,567,486,0,0,11256579,2779,2420,5,11256579,2212
1980,22,102,465,407,0,0,11256579,2779,2420,5,11256579,2314
1980,22,103,329,281,0,0,11256579,2779,2420,5,11256579,2450
1980,22,104,594,516,0,0,11256579,2779,2420,5,11256579,2185
1981,22,100,827,741,2,0,11488005,2781,2468,5,11488005,1954
1981,22,101,560,495,-7,0,11488005,2781,2468,5,11488005,2221
1981,22,102,469,415,4,0,11488005,2781,2468,5,11488005,2312
1981,22,103,326,279,-3,0,11488005,2781,2468,5,11488005,2455
1981,22,104,599,538,5,0,11488005,2781,2468,5,11488005,2182
1982,22,100,824,725,-3,0,11724188,2866,2519,5,11724188,2042
1982,22,101,641,573,81,0,11724188,2866,2519,5,11724188,2225
1982,22,102,472,406,3,0,11724188,2866,2519,5,11724188,2394
1982,22,103,329,291,3,0,11724188,2866,2519,5,11724188,2537
1982,22,104,600,524,1,0,11724188,2866,2519,5,11724188,2266
1983,22,100,829,716,5,0,11965228,2879,2504,5,11965228,2050
1983,22,101,648,569,7,0,11965228,2879,2504,5,11965228,2231
1983,22,102,472,407,0,0,11965228,2879,2504,5,11965228,2407
1983,22,103,332,287,3,0,11965228,2879,2504,5,11965228,2547
1983,22,104,598,525,-2,0,11965228,2879,2504,5,11965228,2281
1984,22,100,872,760,44,0,12211222,2879,2509,5,12211222,2007
1984,22,101,603,532,-45,0,12211222,2879,2509,5,12211222,2276
1984,22,102,474,407,1,0,12211222,2879,2509,5,12211222,2405
1984,22,103,328,290,-4,0,12211222,2879,2509,5,12211222,2551
1984,22,104,602,520,4,0,12211222,2879,2509,5,12211222,2277
1985,22,100,892,779,19,0,12462275,3014,2644,5,12462275,2122
1985,22,101,595,510,-7,0,12462275,3014,2644,5,12462275,2419
1985,22,102,475,412,1,0,12462275,3014,2644,5,12462275,2539
1985,22,103,444,399,116,0,12462275,3014,2644,5,12462275,2570
1985,22,104,608,544,6,0,12462275,3014,2644,5,12462275,2406
1986,22,100,899,778,7,0,12718488,3016,2648,5,12718488,2117
1986,22,101,583,514,-13,0,12718488,3016,2648,5,12718488,2433
1986,22,102,469,412,-6,0,12718488,3016,2648,5,12718488,2547
1986,22,103,445,392,0,0,12718488,3016,2648,5,12718488,2571
1986,22,104,620,552,12,0,12718488,3016,2648,5,12718488,2396
1987,22,100,898,791,-1,0,12979969,3011,2651,5,12979969,2113
1987,22,101,579,506,-3,0,12979969,3011,2651,5,12979969,2432
1987,22,102,464,398,-4,0,12979969,3011,2651,5,12979969,2547
1987,22,103,447,400,2,0,12979969,3011,2651,5,12979969,2564
1987,22,104,623,556,3,0,12979969,3011,2651,5,12979969,2388
1988,22,100,896,796,-2,0,13246826,2992,2611,5,13246826,2096
1988,22,101,577,508,-2,0,13246826,2992,2611,5,13246826,2415
1988,22,102,456,393,-8,0,13246826,2992,2611,5,13246826,2536
1988,22,103,445,379,-2,0,13246826,2992,2611,5,13246826,2547
1988,22,104,618,535,-4,0,13246826,2992,2611,5,13246826,2374
1989,22,100,870,758,-26,0,13519169,2859,2492,5,13519169,1989
1989,22,101,577,514,0,0,13519169,2859,2492,5,13519169,2282
1989,22,102,460,393,4,0,13519169,2859,2492,5,13519169,2399
1989,22,103,331,296,-114,0,13519169,2859,2492,5,13519169,2528
1989,22,104,621,531,3,0,13519169,2859,2492,5,13519169,2238
1990,22,100,870,749,0,1,13797112,2877,2519,5,13797112,2007
1990,22,101,581,502,4,1,13797112,2877,2519,5,13797112,2296
1990,22,102,464,412,4,1,13797112,2877,2519,5,13797112,2413
1990,22,103,336,294,5,1,13797112,2877,2519,5,13797112,2541
1990,22,104,626,562,5,1,13797112,2877,2519,5,13797112,2251
1991,22,100,863,765,-7,1,14080769,2800,2460,5,14080769,1937
1991,22,101,509,448,-72,1,14080769,2800,2460,5,14080769,2291
1991,22,102,465,410,1,1,14080769,2800,2460,5,14080769,2335
1991,22,103,340,295,4,1,14080769,2800,2460,5,14080769,2460
1991,22,104,623,542,-3,1,14080769,2800,2460,5,14080769,2177
1992,22,100,860,758,-3,1,14370257,2794,2454,5,14370257,1934
1992,22,101,508,440,-1,1,14370257,2794,2454,5,14370257,2286
1992,22,102,468,408,3,1,14370257,2794,2454,5,14370257,2326
1992,22,103,339,293,-1,1,14370257,2794,2454,5,14370257,2455
1992,22,104,619,555,-3,1,14370257,2794,2454,5,14370257,2175
1993,22,100,956,828,96,1,14665697,2861,2503,5,14665697,1905
1993,22,101,517,451,9,1,14665697,2861,2503,5,14665697,2344
1993,22,102,463,410,-5,1,14665697,2861,2503,5,14665697,2398
1993,22,103,294,258,-45,1,14665697,2861,2503,5,14665697,2567
1993,22,104,631,556,12,1,14665697,2861,2503,5,14665697,2230
1994,22,100,960,826,5,1,14967211,2729,2379,5,14967211,1769
1994,22,101,514,441,-2,1,14967211,2729,2379,5,14967211,2215
1994,22,102,442,396,-21,1,14967211,2729,2379,5,14967211,2287
1994,22,103,196,169,-98,1,14967211,2729,2379,5,14967211,2533
1994,22,104,617,547,-13,1,14967211,2729,2379,5,14967211,2112
1995,22,100,955,838,-5,1,15274924,2736,2390,5,15274924,1781
1995,22,101,521,446,7,1,15274924,2736,2390,5,15274924,2215
1995,22,102,442,387,-1,1,15274924,2736,2390,5,15274924,2294
1995,22,103,198,175,2,1,15274924,2736,2390,5,15274924,2538
1995,22,104,620,544,2,1,15274924,2736,2390,5,15274924,2116
1996,22,100,966,834,11,1,15588963,2750,2407,5,15588963,1784
1996,22,101,515,463,-7,1,15588963,2750,2407,5,15588963,2235
1996,22,102,444,395,3,1,15588963,2750,2407,5,15588963,2306
1996,22,103,204,177,5,1,15588963,2750,2407,5,15588963,2546
1996,22,104,621,538,1,1,15588963,2750,2407,5,15588963,2129
1997,22,100,965,868,-1,1,15909459,2802,2481,5,15909459,1837
1997,22,101,516,463,1,1,15909459,2802,2481,5,15909459,2286
1997,22,102,441,387,-3,1,15909459,2802,2481,5,15909459,2361
1997,22,103,266,234,63,1,15909459,2802,2481,5,15909459,2536
1997,22,104,614,529,-7,1,15909459,2802,2481,5,15909459,2188
1998,22,100,967,848,1,1,16236544,2808,2467,5,16236544,1841
1998,22,101,519,458,3,1,16236544,2808,2467,5,16236544,2289
1998,22,102,440,382,-2,1,16236544,2808,2467,5,16236544,2368
1998,22,103,265,227,-1,1,16236544,2808,2467,5,16236544,2543
1998,22,104,617,552,3,1,16236544,2808,2467,5,16236544,2191
1980,23,105,365,322,0,0,9915560,3828,3338,5,9915560,3463
1980,23,106,1043,894,0,0,9915560,3828,3338,5,9915560,2785
1980,23,107,891,781,0,0,9915560,3828,3338,5,9915560,2937
